City,Town,Neighborhood,House Type,House Age,House Size,Room Count,Floor,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price
Balıkesir,Ayvalık,Sahil Kent,Villa,5,150.0,4 + 1,Bahçe Katı,True,2.0,,Isıtma Yok,Elektrik,55000
İstanbul,Ümraniye,Esenşehir,Daire,15,122.0,3 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,57500
Muğla,Bodrum,Bahçelievler,Daire,9,130.0,2 + 1,Bahçe Katı,True,2.0,,Klima,Elektrik,120000
İstanbul,Kağıthane,Sultan Selim,Daire,27,75.0,2 + 1,2. Kat,,1.0,,Kombi,Doğalgaz,12500
Denizli,Pamukkale,İncilipınar,Daire,25,130.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
Muğla,Milas,Güllük,Daire,5,100.0,2 + 1,Bahçe Katı,True,2.0,,Klima,Elektrik,30000
İstanbul,Üsküdar,Mimar Sinan,Daire,35,110.0,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,24000
Muğla,Fethiye,Karagedik,Daire,5,100.0,2 + 1,1. Kat,True,1.0,,Klima,Elektrik,35000
İzmir,Çiğli,Yeni Mahalle,Daire,16,110.0,3 + 1,3. Kat,False,1.0,,Kombi,Doğalgaz,20000
İstanbul,Beykoz,Acarlar,Residence,0,190.0,4 + 1,1. Kat,False,3.0,Sıfır,Yerden Isıtma,Doğalgaz,130000
İstanbul,Bahçelievler,Bahçelievler,Daire,25,300.0,6 + 1,En Üst Kat,False,2.0,İkinci El,Kombi,Doğalgaz,45000
İzmir,Karabağlar,Günaltay,Daire,15,95.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
İzmir,Gaziemir,Yeşil,Daire,11,145.0,3 + 1,1. Kat,False,1.0,,Kombi,Doğalgaz,20000
Eskişehir,Odunpazarı,Kırmızıtoprak,Daire,25,125.0,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
İstanbul,Fatih,Topkapı,Daire,31,140.0,3 + 1,4. Kat,True,1.0,,Kombi,Doğalgaz,22500
İstanbul,Üsküdar,Ünalan,Daire,5,160.0,2 + 1,5. Kat,True,2.0,İkinci El,Merkezi,Doğalgaz,80000
Muğla,Fethiye,Foça,Villa,20,150.0,3 + 1,Müstakil,True,3.0,,Klima,Elektrik,32000
Antalya,Manavgat,Sorgun,Villa,5,320.0,5 + 3,Bahçe Katı,False,3.0,,Klima,Elektrik,50000
Bursa,Nilüfer,Balkan,Daire,0,135.0,3 + 1,2. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,17500
İstanbul,Küçükçekmece,Yeşilova,Daire,10,60.0,1 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,14000
Balıkesir,Edremit,İskele,Daire,18,80.0,2 + 1,Ara Kat,False,1.0,İkinci El,Klima,Elektrik,15000
Samsun,Atakum,Esenevler,Daire,0,55.0,1 + 1,3. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,13000
İstanbul,Sancaktepe,Meclis,Daire,21,90.0,2 + 1,5. Kat,False,1.0,,Doğalgaz Sobası,Doğalgaz,9000
İstanbul,Zeytinburnu,Sümer,Daire,30,95.0,2 + 1,5. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,16000
Kocaeli,İzmit,Karabaş,Daire,26,120.0,3 + 1,5. Kat,False,1.0,,Kombi,Doğalgaz,15000
İzmir,Karşıyaka,Bostanlı,Daire,4,100.0,2 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,45000
İstanbul,Sarıyer,Maslak,Daire,15,170.0,3 + 1,11. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,65000
İstanbul,Beylikdüzü,Kavaklı,Daire,5,240.0,4 + 2,Ara Kat,False,3.0,İkinci El,Kombi,Doğalgaz,24000
Tokat,Merkez,Devegörmez,Daire,5,165.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16000
Ankara,Keçiören,Atapark,Daire,5,140.0,3 + 1,3. Kat,False,1.0,,Kombi,Doğalgaz,24750
Çorum,Merkez,Çepni,Daire,0,150.0,4 + 1,1. Kat,,1.0,Sıfır,Kombi,Doğalgaz,20000
İstanbul,Kağıthane,Çeliktepe,Daire,30,110.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,22000
İstanbul,Avcılar,Denizköşkler,Daire,25,96.0,2 + 1,4. Kat,False,1.0,,Kombi,Doğalgaz,12000
Ankara,Etimesgut,İstasyon,Daire,17,230.0,4 + 2,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,20000
Tekirdağ,Çorlu,Esentepe,Daire,13,140.0,3 + 1,Ara Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,25000
Ankara,Çankaya,Oran,Daire,4,90.0,1 + 1,4. Kat,True,1.0,İkinci El,Yerden Isıtma,Doğalgaz,30000
İstanbul,Şişli,Mecidiyeköy,Daire,20,85.0,2 + 1,Zemin,True,1.0,İkinci El,Kombi,Doğalgaz,16500
Antalya,Muratpaşa,Dutlubahçe,Daire,12,110.0,2 + 1,Ara Kat,False,1.0,İkinci El,Klima,Elektrik,16000
İstanbul,Büyükçekmece,Güzelce,Villa,0,300.0,5 + 2,Müstakil,True,3.0,Sıfır,Kombi,Doğalgaz,70000
Hatay,İskenderun,Pirireis,Daire,15,150.0,3 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,16500
Kayseri,Kocasinan,Barbaros,Daire,15,160.0,3 + 1,9. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,13000
Hatay,Kırıkhan,Alsancak,Daire,5,145.0,3 + 1,2. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,12000
İzmir,Bornova,Kazımdirik,Daire,6,70.0,1 + 1,9. Kat,False,1.0,,Merkezi (Pay Ölçer),Doğalgaz,27000
İstanbul,Üsküdar,Selami Ali,Daire,35,80.0,2 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,21000
Ankara,Keçiören,Emrah,Daire,25,125.0,3 + 1,Kot 1,False,1.0,İkinci El,Kombi,Doğalgaz,14500
İzmir,Buca,Yaylacık,Daire,9,100.0,2 + 1,2. Kat,True,1.0,,Kombi,Doğalgaz,20000
Ankara,Çankaya,Seyranbağları,Daire,30,130.0,4 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,19000
Tekirdağ,Süleymanpaşa,100. Yıl,Daire,25,135.0,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
İzmir,Çeşme,Çiftlik,Villa,1,350.0,4 + 1,Müstakil,True,2.0,,Yerden Isıtma,Doğalgaz,75000
Manisa,Akhisar,Medar,Daire,0,106.0,3 + 1,2. Kat,False,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,12500
İstanbul,Beyoğlu,Çatma Mescit,Daire,45,150.0,3 + 1,Yüksek Giriş,False,1.0,Sıfır,Kombi,Doğalgaz,35000
Mersin(İçel),Akdeniz,Kiremithane,Daire,25,140.0,3 + 1,5. Kat,False,1.0,İkinci El,Klima,Elektrik,13000
İzmir,Buca,İnkılap,Daire,31,95.0,2 + 1,3. Kat,False,1.0,İkinci El,Isıtma Yok,Elektrik,13250
Zonguldak,Ereğli,Gülüç (Gülüç),Daire,15,125.0,3 + 1,Ara Kat,False,2.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Küçükçekmece,Atakent,Daire,16,75.0,2 + 1,10. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
Ankara,Gölbaşı,İncek,Daire,0,45.0,1 + 1,Yüksek Giriş,True,1.0,Sıfır,Kombi,Doğalgaz,16000
İstanbul,Beylikdüzü,Barış,Daire,20,160.0,3 + 1,7. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,18000
İstanbul,Fatih,Cerrahpaşa,Daire,35,180.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,25000
Mersin(İçel),Silifke,Atakent,Yazlık,15,100.0,2 + 1,Villa Katı,True,2.0,İkinci El,Klima,Elektrik,45000
İzmir,Menemen,30 Ağustos,Daire,7,145.0,3 + 1,4. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,22000
İzmir,Menderes,Özdere Cumhuriyet,Villa,26,150.0,3 + 1,Müstakil,True,1.0,İkinci El,Klima,Elektrik,350000
Antalya,Muratpaşa,Muratpaşa,Daire,25,135.0,2 + 1,3. Kat,,1.0,,Klima,Elektrik,13000
Ankara,Çankaya,Kırkkonaklar,Daire,5,150.0,3 + 1,2. Kat,False,1.0,,Kombi,Doğalgaz,21000
İstanbul,Küçükçekmece,Yeni Mahalle,Daire,26,200.0,4 + 2,3. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,20000
İstanbul,Maltepe,Altıntepe,Daire,0,65.0,2 + 1,Bahçe Katı,False,1.0,Sıfır,Kombi,Doğalgaz,30000
Samsun,İlkadım,Rasathane,Daire,29,130.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,7750
Bolu,Merkez,Dağkent,Daire,11,115.0,3 + 1,4. Kat,False,1.0,,Kombi,Doğalgaz,10000
Ankara,Keçiören,Çiçekli,Daire,20,120.0,3 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
Samsun,Atakum,Büyükkolpınar,Daire,4,185.0,3 + 1,15. Kat,False,2.0,,Kombi,Doğalgaz,24000
Ankara,Çankaya,Alacaatlı,Daire,6,88.0,1 + 1,Yüksek Giriş,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,16500
İstanbul,Pendik,Yayalar,Daire,3,85.0,2 + 1,Giriş Katı,False,2.0,İkinci El,Kombi,Doğalgaz,20500
Antalya,Muratpaşa,Soğuksu,Daire,32,150.0,3 + 1,4. Kat,True,1.0,İkinci El,Klima,Elektrik,18000
Mersin(İçel),Tarsus,Kırklarsırtı,Daire,10,165.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16000
İstanbul,Bakırköy,Yeşilköy,Köşk,30,200.0,5 + 1,Müstakil,False,2.0,,Kombi,Doğalgaz,50000
İstanbul,Fatih,Silivrikapı,Daire,40,85.0,2 + 1,Giriş Katı,True,1.0,İkinci El,Kombi,Doğalgaz,19500
İzmir,Karabağlar,Uzundere,Daire,1,93.0,2 + 1,2. Kat,False,2.0,,Merkezi (Pay Ölçer),Doğalgaz,18000
İstanbul,Sarıyer,Ferahevler,Daire,28,120.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,36000
İstanbul,Esenyurt,Mehmet Akif Ersoy,Daire,6,120.0,2 + 1,1. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,10000
Ankara,Yenimahalle,Mehmet Akif Ersoy,Daire,10,110.0,2 + 1,5. Kat,True,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,32000
Adana,Seyhan,Sümer,Daire,10,45.0,1 + 1,2. Kat,True,1.0,İkinci El,Klima,Elektrik,12000
Antalya,Kepez,Barış,Daire,16,140.0,3 + 1,2. Kat,False,1.0,,Klima,Elektrik,14500
İzmir,Seferihisar,Ulamış,Villa,4,220.0,3 + 1,Müstakil,False,2.0,İkinci El,Klima,Elektrik,20000
İstanbul,Sarıyer,Cumhuriyet,Daire,23,85.0,2 + 1,Bahçe Katı,True,1.0,İkinci El,Kombi,Doğalgaz,25000
Ankara,Çankaya,Oğuzlar,Daire,4,75.0,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,30000
İstanbul,Şişli,Bozkurt,Daire,50,75.0,2 + 1,Yarı Bodrum,False,1.0,İkinci El,Kombi,Doğalgaz,19000
Ankara,Çankaya,Mürsel Uluç,Daire,12,130.0,3 + 1,Ara Kat,True,1.0,İkinci El,Kombi,Doğalgaz,22000
Sakarya,Serdivan,Kemalpaşa,Daire,5,65.0,2 + 1,2. Kat,True,1.0,,Merkezi (Pay Ölçer),Doğalgaz,15000
İstanbul,Şişli,Gülbahar,Daire,10,85.0,2 + 1,5. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,26000
Ankara,Yenimahalle,Emniyet,Daire,5,45.0,1 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,18000
İstanbul,Beşiktaş,Sinanpaşa,Daire,35,55.0,1 + 1,3. Kat,True,1.0,Sıfır,Kombi,Doğalgaz,23000
Aydın,Efeler,Meşrutiyet,Daire,5,70.0,2 + 1,4. Kat,False,1.0,,Kombi,Doğalgaz,13500
İstanbul,Üsküdar,Selimiye,Daire,0,120.0,2 + 1,3. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,45000
Adana,Seyhan,Sümer,Daire,15,65.0,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Klima,Elektrik,7000
Antalya,Konyaaltı,Toros,Daire,2,95.0,2 + 1,3. Kat,True,2.0,İkinci El,Yerden Isıtma,Elektrik,45000
Ankara,Keçiören,Çaldıran,Daire,25,110.0,3 + 1,4. Kat,False,1.0,,Kombi,Doğalgaz,15000
Aydın,Efeler,Kurtuluş,Daire,35,125.0,3 + 1,5. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,14000
Samsun,Atakum,İstiklal,Daire,0,60.0,1 + 1,2. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,10000
İstanbul,Beykoz,Kavacık,Daire,20,100.0,2 + 1,2. Kat,,1.0,İkinci El,Kombi,Doğalgaz,27500
Rize,Merkez,Tophane,Daire,10,100.0,2 + 1,1. Kat,,1.0,,Kombi,Doğalgaz,5500
Muğla,Bodrum,Kumbahçe,Müstakil Ev,18,80.0,2 + 1,Müstakil,False,2.0,İkinci El,Klima,Elektrik,35000
Ankara,Çankaya,Şehit Cevdet Özdemir,Daire,7,100.0,2 + 1,Giriş Katı,False,2.0,İkinci El,Kombi,Doğalgaz,25000
Kayseri,Melikgazi,Cumhuriyet,Daire,30,100.0,1 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,9500
İstanbul,Bahçelievler,Çobançeşme,Daire,35,160.0,4 + 1,6. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
Ankara,Çankaya,İncesu,Daire,35,90.0,2 + 1,En Üst Kat,True,1.0,İkinci El,Kat Kaloriferi,Doğalgaz,10000
Ankara,Keçiören,19 Mayıs,Daire,45,125.0,3 + 1,1. Kat,False,1.0,İkinci El,Klima,Doğalgaz,14000
Balıkesir,Altıeylül,Gaziosmanpaşa,Daire,8,65.0,1 + 1,4. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,11750
İzmir,Seferihisar,Camikebir,Daire,26,150.0,3 + 1,4. Kat,False,2.0,,Kombi,Doğalgaz,18000
Ankara,Keçiören,Basınevleri,Daire,25,100.0,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,10500
Isparta,Merkez,Çünür,Daire,5,60.0,1 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,6500
Edirne,Merkez,Fatih,Daire,8,110.0,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Küçükçekmece,Fatih,Daire,35,100.0,2 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12500
İstanbul,Bahçelievler,Siyavuşpaşa,Daire,30,80.0,2 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,13000
İstanbul,Esenyurt,Zafer,Daire,7,60.0,1 + 1,4. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,10000
İstanbul,Fatih,Aksaray,Daire,25,150.0,4 + 1,En Üst Kat,False,2.0,İkinci El,Kombi,Doğalgaz,18000
İstanbul,Kağıthane,Ortabayır,Daire,30,100.0,2 + 1,Çatı Katı,False,1.0,,Kombi,Doğalgaz,20000
Konya,Ereğli,Eti,Daire,20,135.0,3 + 1,3. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,8500
Adana,Seyhan,Yeşilyurt,Daire,3,90.0,2 + 1,11. Kat,False,1.0,İkinci El,Klima,Elektrik,13000
Adana,Seyhan,Mithatpaşa,Daire,8,135.0,2 + 1,7. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14900
Ankara,Polatlı,Fatih,Daire,20,120.0,3 + 1,Ara Kat,,1.0,,Kombi,Doğalgaz,11000
Eskişehir,Odunpazarı,Büyükdere,Daire,10,65.0,1 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,9000
İstanbul,Beykoz,İncirköy,Daire,20,70.0,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
İstanbul,Kağıthane,Harmantepe,Daire,25,70.0,1 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
Aydın,Söke,Yenikent,Daire,5,45.0,1 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,11000
Balıkesir,Bandırma,Çınarlı,Daire,15,100.0,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,10000
İstanbul,Esenyurt,Ardıçlı,Daire,7,95.0,2 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,8000
Adana,Seyhan,Sümer,Müstakil Ev,5,80.0,1 + 0,Bahçe Katı,True,1.0,,Klima,Elektrik,7500
Muğla,Bodrum,Güvercinlik,Residence,3,175.0,3 + 1,En Üst Kat,True,4.0,Sıfır,Klima,Elektrik,325000
İstanbul,Şişli,Meşrutiyet,Müstakil Ev,31,100.0,1 + 1,Bahçe Katı,True,1.0,,Kombi,Doğalgaz,45000
İstanbul,Silivri,Yeni,Daire,0,120.0,3 + 1,3. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,20500
Ankara,Çankaya,Seyranbağları,Daire,40,90.0,2 + 1,1. Kat,False,1.0,,Merkezi,Doğalgaz,15000
İzmir,Menemen,29 Ekim,Daire,0,148.0,3 + 1,Zemin,False,2.0,Sıfır,Yerden Isıtma,Doğalgaz,27500
Muğla,Bodrum,Bitez,Daire,10,75.0,2 + 1,Bahçe Katı,True,1.0,İkinci El,Klima,Elektrik,50000
İstanbul,Şişli,19 Mayıs,Daire,40,200.0,4 + 1,3. Kat,True,2.0,İkinci El,Merkezi,Doğalgaz,45000
Eskişehir,Tepebaşı,Şirintepe,Daire,12,60.0,11 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,8500
Muğla,Bodrum,Yalıkavak,Residence,7,265.0,3 + 1,Bahçe Katı,,3.0,,VRV,,750000
Muğla,Bodrum,Gündoğan,Villa,12,280.0,4 + 2,Müstakil,True,3.0,İkinci El,Klima,Elektrik,320000
Tekirdağ,Süleymanpaşa,Aydoğdu,Daire,26,130.0,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
Ankara,Yenimahalle,Batı Sitesi,Daire,0,60.0,1 + 1,11. Kat,True,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,22000
İstanbul,Bakırköy,Zuhuratbaba,Daire,40,65.0,1 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
Tekirdağ,Çorlu,Esentepe,Daire,6,60.0,1 + 1,3. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,15000
Ankara,Çankaya,Oran,Daire,8,130.0,2 + 1,Ara Kat,True,2.0,,Merkezi (Pay Ölçer),Doğalgaz,56000
Aydın,Kuşadası,Kadınlar Denizi,Daire,2,95.0,2 + 1,2. Kat,True,1.0,Sıfır,Klima,Elektrik,30000
İstanbul,Esenler,15 Temmuz,Daire,0,110.0,3 + 1,4. Kat,,2.0,Sıfır,Kombi,Doğalgaz,28000
Ankara,Keçiören,Adnan Menderes,Daire,3,250.0,4 + 1,9. Kat,False,2.0,,Merkezi (Pay Ölçer),Doğalgaz,40000
Balıkesir,Ayvalık,Altınova,Daire,2,90.0,2 + 1,2. Kat,False,1.0,,Kat Kaloriferi,Kömür-Odun,15000
İstanbul,Büyükçekmece,Fatih,Daire,30,100.0,2 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
Kocaeli,Gebze,Osman Yılmaz,Daire,21,130.0,3 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17000
Adana,Çukurova,Huzurevleri,Daire,4,180.0,3 + 1,9. Kat,False,2.0,,Kombi,Doğalgaz,210000
Ankara,Keçiören,Uyanış,Daire,30,115.0,3 + 1,1. Kat,False,1.0,,Kombi,Doğalgaz,12500
Edirne,Merkez,Nişancıpaşa,Daire,30,120.0,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
İstanbul,Pendik,Doğu,Daire,40,70.0,1 + 1,2. Kat,False,1.0,,Doğalgaz Sobası,Doğalgaz,9000
Düzce,Akçakoca,Osmaniye,Daire,10,120.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
İstanbul,Üsküdar,Sultantepe,Daire,30,80.0,2 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,20000
Adana,Çukurova,Huzurevleri,Daire,4,180.0,3 + 1,9. Kat,False,2.0,,Kombi,Doğalgaz,210000
Ankara,Keçiören,Uyanış,Daire,30,115.0,3 + 1,1. Kat,False,1.0,,Kombi,Doğalgaz,12500
Edirne,Merkez,Nişancıpaşa,Daire,30,120.0,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
İstanbul,Pendik,Doğu,Daire,40,70.0,1 + 1,2. Kat,False,1.0,,Doğalgaz Sobası,Doğalgaz,9000
Düzce,Akçakoca,Osmaniye,Daire,10,120.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
İstanbul,Üsküdar,Sultantepe,Daire,30,80.0,2 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,20000
Ankara,Çankaya,İşçi Blokları,Daire,20,135.0,3 + 1,2. Kat,True,2.0,,Merkezi,Doğalgaz,40000
Ankara,Keçiören,Karargahtepe,Daire,45,80.0,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,10500
Çanakkale,Ayvacık,Küçükkuyu (Gökçetepe),Daire,8,87.0,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Merkezi,Kömür-Odun,13000
Ankara,Çankaya,Ümit,Daire,1,45.0,1 + 1,1. Kat,True,1.0,,Kombi,Doğalgaz,16500
Çorum,Merkez,Ulukavak,Daire,20,135.0,3 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,9000
Zonguldak,Merkez,İncivez,Daire,1,56.0,1 + 1,8. Kat,True,1.0,Sıfır,Kombi,Doğalgaz,9000
Edirne,Merkez,Barutluk,Daire,10,65.0,2 + 1,2. Kat,,1.0,,Kombi,Doğalgaz,12500
Bursa,Orhangazi,Arapzade,Daire,10,120.0,3 + 1,Giriş Katı,False,1.0,İkinci El,Kombi,Doğalgaz,13500
İstanbul,Zeytinburnu,Sümer,Daire,30,115.0,2 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,23000
Sakarya,Adapazarı,Orta,Daire,30,105.0,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
Ankara,Mamak,Saimekadın,Daire,50,100.0,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,15000
İzmir,Karabağlar,Basın Sitesi,Daire,32,130.0,3 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,25000
Şanlıurfa,Karaköprü,Akbayır,Daire,5,100.0,2 + 1,8. Kat,False,1.0,,Kombi,Doğalgaz,9000
İstanbul,Beyoğlu,Şahkulu,Daire,50,60.0,1 + 1,2. Kat,True,1.0,Sıfır,Merkezi,Doğalgaz,29000
Ankara,Çankaya,Barbaros,Daire,30,250.0,4 + 1,1. Kat,False,1.0,,Kombi,Doğalgaz,35000
Ankara,Çankaya,Yukarı Dikmen,Daire,0,150.0,3 + 1,19. Kat,False,2.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,45000
Ankara,Keçiören,İncirli,Daire,20,75.0,1 + 1,Kot 1,False,1.0,İkinci El,Kombi,Doğalgaz,8000
İstanbul,Beylikdüzü,Marmara,Daire,1,150.0,3 + 1,4. Kat,True,2.0,Sıfır,Kombi,Doğalgaz,47500
Kayseri,Talas,Bahçelievler,Daire,1,60.0,1 + 1,3. Kat,True,1.0,,Merkezi,Doğalgaz,10000
Zonguldak,Merkez,Bahçelievler,Daire,7,90.0,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14900
İzmir,Urla,Yenice,Villa,0,237.0,4 + 1,Müstakil,False,4.0,Sıfır,Kombi,Elektrik,140000
İstanbul,Beyoğlu,Gümüşsuyu,Daire,31,210.0,4 + 1,4. Kat,False,2.0,,Kombi,Doğalgaz,45000
Erzurum,Palandöken,Adnan Menderes,Daire,25,120.0,3 + 1,4. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,12000
İstanbul,Kadıköy,Caferağa,Daire,26,220.0,4 + 1,2. Kat,True,3.0,,Kombi,Doğalgaz,70000
İzmir,Buca,Fırat,Daire,20,135.0,2 + 1,Ara Kat,False,1.0,İkinci El,Klima,Elektrik,15000
Tekirdağ,Süleymanpaşa,Hürriyet,Daire,7,57.0,1 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,14000
İstanbul,Kadıköy,19 Mayıs,Daire,26,140.0,3 + 1,1. Kat,False,1.0,,Merkezi,Doğalgaz,35000
İstanbul,Kağıthane,Çeliktepe,Daire,5,48.0,1 + 1,9. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,23000
Muğla,Milas,Güllük,Daire,12,60.0,1 + 1,Ara Kat,True,1.0,İkinci El,Klima,Elektrik,20000
İstanbul,Çekmeköy,Mehmet Akif,Daire,3,120.0,2 + 1,5. Kat,False,1.0,Sıfır,Kombi,Doğalgaz,20000
Kayseri,Melikgazi,Turan,Müstakil Ev,25,125.0,2 + 1,Müstakil,False,1.0,İkinci El,Kombi,Doğalgaz,5000
Adana,Çukurova,Yurt,Daire,20,200.0,3 + 1,7. Kat,False,1.0,İkinci El,Güneş Enerjisi,Elektrik,14000
Antalya,Manavgat,Bahçelievler,Daire,15,130.0,3 + 1,2. Kat,False,1.0,İkinci El,Klima,Elektrik,15000
Muğla,Bodrum,Kumbahçe,Daire,5,175.0,2 + 1,Ara Kat,True,2.0,İkinci El,Klima,Elektrik,250000
İstanbul,Eyüpsultan,Düğmeciler,Daire,45,65.0,1 + 1,Yüksek Giriş,False,1.0,,Kombi,Doğalgaz,17000
İstanbul,Adalar,Nizam,Daire,35,130.0,3 + 1,Ara Kat,True,1.0,İkinci El,Kombi,Doğalgaz,250000
Balıkesir,Bandırma,Hacı Yusuf,Daire,30,115.0,3 + 1,Ara Kat,,1.0,İkinci El,Kombi,Doğalgaz,15000
Konya,Selçuklu,Bosna Hersek,Bina,10,45.0,1 + 1,,True,1.0,Sıfır,Kombi,Doğalgaz,9500
Balıkesir,Bandırma,Paşamescit,Daire,4,55.0,2 + 0,3. Kat,False,1.0,,Kombi,Doğalgaz,8900
Ankara,Çankaya,Harbiye,Daire,45,125.0,3 + 1,1. Kat,,1.0,İkinci El,Kombi,Doğalgaz,17500
Kütahya,Merkez,Saray,Daire,20,147.0,3 + 1,En Üst Kat,False,2.0,İkinci El,Kombi,Doğalgaz,10000
Mersin(İçel),Tarsus,Ergenekon,Daire,0,200.0,4 + 1,Kot 2,False,2.0,Sıfır,Kombi,Doğalgaz,20000
